STATE,DISTRICT,AC NO.,AC NAME,CANDIDATE NAME,WINNER,SEX,ASSETS_in num,ASSETS_in_alph,ASSETS,QUALIFICATION,CRIMINAL CASES,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,%OVER TOTAL ELECTORS,TOTAL ELECTORS
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,ARUN KUMAR,0,MALE,,,~,,,40,GENERAL,RaNP,Pot,165,,165,0.152676,0.092868,177672
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,SHYAM KUMAR,0,MALE,,,~,,,31,GENERAL,SJSMP,Laptop,134,,134,0.123991,0.07542,177672
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,REKHA SINGH,0,FEMALE,,,~,,,50,GENERAL,IND,Brush,120,,120,0.111037,0.06754,177672
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,CHAMAN LAL,0,MALE,,,~,,,65,SC,PPID,Basket containing Fruits,55,,55,0.050892,0.030956,177672
NCT OF Delhi,South East Delhi,53,BADARPUR,RAMVIR SINGH BIDHURI,1,MALE,206622689,20 Crore+,206622689~20 Crore+,Graduate,,67,GENERAL,BJP,Lotus,89972,110,90082,47.05004,28.0144,321556
NCT OF Delhi,South East Delhi,53,BADARPUR,RAM SINGH NETAJI,0,MALE,,,~,,,64,GENERAL,AAAP,Broom,86286,77,86363,45.10759,26.85784,321556
NCT OF Delhi,South East Delhi,53,BADARPUR,NARAYAN DUTT SHARMA,0,MALE,15104356, Crore+,15104356~ Crore+,12th Pass,3,47,GENERAL,BSP,Elephant,10414,22,10436,5.450747,3.245469,321556
NCT OF Delhi,South East Delhi,53,BADARPUR,PRAMOD KUMAR YADAV,0,MALE,,,~,,,43,GENERAL,INC,Hand,1610,5,1615,0.843518,0.502245,321556
NCT OF Delhi,South East Delhi,53,BADARPUR,NOTA,0,,,,~,,,,,NOTA,,745,5,750,0.391727,0.233241,321556
NCT OF Delhi,South East Delhi,53,BADARPUR,JAGDISH CHAND,0,MALE,,,~,,,78,GENERAL,CPIM,"Hammer, Sickle and Star",683,,683,0.356732,0.212405,321556
NCT OF Delhi,South East Delhi,53,BADARPUR,CHHOTE LAL GUPTA,0,MALE,,,~,,,27,GENERAL,IND,Battery torch,370,,370,0.193252,0.115065,321556
NCT OF Delhi,South East Delhi,53,BADARPUR,YADUBANSH SINGH,0,MALE,,,~,,,80,GENERAL,PBI,FLUTE,361,,361,0.188551,0.112267,321556
NCT OF Delhi,South East Delhi,53,BADARPUR,BRIJNARAYAN MISHRA,0,MALE,,,~,,,35,GENERAL,RRP,Apple,318,,318,0.166092,0.098894,321556
NCT OF Delhi,South East Delhi,53,BADARPUR,OM PRAKASH GUPTA,0,MALE,,,~,,,67,GENERAL,IND,Bat,260,,260,0.135799,0.080857,321556
NCT OF Delhi,South East Delhi,53,BADARPUR,SANJEEV KUMAR,0,MALE,,,~,,,34,GENERAL,JANADIP,Dolli,222,,222,0.115951,0.069039,321556
NCT OF Delhi,South East Delhi,54,OKHLA,AMANATULLAH KHAN,1,MALE,39382762,3 Crore+,39382762~3 Crore+,12th Pass,12,46,GENERAL,AAAP,Broom,130163,204,130367,66.03168,38.89845,335147
NCT OF Delhi,South East Delhi,54,OKHLA,BRAHAM SINGH,0,MALE,,,~,,,56,GENERAL,BJP,Lotus,58499,41,58540,29.65087,17.46696,335147
NCT OF Delhi,South East Delhi,54,OKHLA,PARVEZ HASHMI,0,MALE,,,~,,,65,GENERAL,INC,Hand,5107,16,5123,2.594831,1.528583,335147
NCT OF Delhi,South East Delhi,54,OKHLA,DHARAM SINGH,0,MALE,16630907,1 Crore+,16630907~1 Crore+,10th Pass,1,38,GENERAL,BSP,Elephant,828,2,830,0.4204,0.247653,335147
NCT OF Delhi,South East Delhi,54,OKHLA,NOTA,0,,,,~,,,,,NOTA,,637,,637,0.322644,0.190066,335147
NCT OF Delhi,South East Delhi,54,OKHLA,JAMALUDDIN,0,MALE,2158393,21 Lacs+,2158393~21 Lacs+,10th Pass,1,55,GENERAL,IND,Ganna Kisan,613,,613,0.310488,0.182905,335147
NCT OF Delhi,South East Delhi,54,OKHLA,M.I. ANSARI,0,MALE,,,~,,,47,GENERAL,JRJP,CCTV Camera,340,,340,0.172212,0.101448,335147
NCT OF Delhi,South East Delhi,54,OKHLA,AWANINDRA KUMAR CHOUBEY,0,MALE,,,~,,,50,GENERAL,IND,Bat,191,,191,0.096743,0.05699,335147
NCT OF Delhi,South East Delhi,54,OKHLA,MUSARRAT ALI KHAN,0,MALE,,,~,,,45,GENERAL,RAJSPty,Telephone,175,1,176,0.089145,0.052514,335147
NCT OF Delhi,South East Delhi,54,OKHLA,ABHAY RAJ,0,MALE,,,~,,,31,GENERAL,IND,Battery Torch,166,,166,0.08408,0.049531,335147
NCT OF Delhi,South East Delhi,54,OKHLA,TASLEEM AHMED REHMANI,0,MALE,,,~,,,57,GENERAL,SDPI,Auto- Rickshaw,149,,149,0.075469,0.044458,335147
NCT OF Delhi,South East Delhi,54,OKHLA,BABAR RIYAZ,0,MALE,,,~,,,37,GENERAL,IND,Almirah,85,,85,0.043053,0.025362,335147
NCT OF Delhi,South East Delhi,54,OKHLA,DEVNARAYAN THAKUR,0,MALE,,,~,,,54,GENERAL,RVNP,Gas Stove,77,,77,0.039001,0.022975,335147
NCT OF Delhi,South East Delhi,54,OKHLA,SHAZIA FAIZAN,0,FEMALE,,,~,,,33,GENERAL,ANC,Gramophone,55,,55,0.027858,0.016411,335147
NCT OF Delhi,South East Delhi,54,OKHLA,DR. CHANDRA RAJAN ARORA,0,FEMALE,45209604,4 Crore+,45209604~4 Crore+,Doctorate,1,57,GENERAL,LPOI,Pendulum,46,,46,0.023299,0.013725,335147
NCT OF Delhi,South East Delhi,54,OKHLA,VED PRAKASH,0,MALE,,,~,,,53,GENERAL,AP,Cup & Saucer,36,,36,0.018234,0.010742,335147
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),ROHIT KUMAR,1,MALE,9389865,93 Lacs+,9389865~93 Lacs+,12th Pass,,43,SC,AAAP,Broom,69819,128,69947,52.35907,34.87933,200540
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),KIRAN,0,FEMALE,,,~,,,45,SC,BJP,Lotus,57293,168,57461,43.01263,28.65314,200540
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),VIJAY KUMAR,0,MALE,,,~,,,58,SC,INC,Hand,3246,16,3262,2.441781,1.626608,200540
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),RAGHU RAJ SINGH,0,MALE,,,~,,,61,SC,BSP,Elephant,1214,10,1224,0.916229,0.610352,200540
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),NOTA,0,,,,~,,,,,NOTA,,589,1,590,0.441647,0.294206,200540
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),VIKRAM,0,MALE,,,~,,,38,SC,JSPR,Chappals,259,,259,0.193875,0.129151,200540
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),AJAY CHAUHAN,0,MALE,,,~,,,47,SC,BSNP,Wheel Barrow,198,,198,0.148214,0.098733,200540
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),AKSHTIZ BIRMANI,0,MALE,,,~,,,40,SC,RSPS,Pen Drive,191,,191,0.142974,0.095243,200540
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),RAJESH KUMAR,0,MALE,,,~,,,45,SC,AJPI,Dumbbells,182,,182,0.136237,0.090755,200540
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),KAVITA RANI SINGH,0,FEMALE,,,~,,,48,SC,IND,Gas Stove,152,1,153,0.114529,0.076294,200540
NCT OF Delhi,East Delhi,55,TRILOKPURI(SC),MAYANK KUMAR,0,MALE,,,~,,,29,SC,SSBDP,Matchbox,124,,124,0.092821,0.061833,200540
NCT OF Delhi,East Delhi,56,KONDLI(SC),KULDEEP KUMAR,1,MALE,2682081,26 Lacs+,2682081~26 Lacs+,12th Pass,,30,SC,AAAP,Broom,68100,248,68348,53.1147,35.71268,191383
NCT OF Delhi,East Delhi,56,KONDLI(SC),RAJ KUMAR,0,MALE,,,~,,,52,SC,BJP,Lotus,50236,205,50441,39.19879,26.35605,191383
NCT OF Delhi,East Delhi,56,KONDLI(SC),AMRISH SINGH GAUTAM,0,MALE,15714332,1 Crore +,15714332~1 Crore +,Post Graduate,2,63,SC,INC,Hand,5808,53,5861,4.554709,3.062445,191383
NCT OF Delhi,East Delhi,56,KONDLI(SC),KARMVIR,0,MALE,,,~,,,61,SC,BSP,Elephant,2666,48,2714,2.109108,1.418099,191383
NCT OF Delhi,East Delhi,56,KONDLI(SC),NOTA,0,,,,~,,,,,NOTA,,552,5,557,0.432857,0.291039,191383
NCT OF Delhi,East Delhi,56,KONDLI(SC),AKSHAY KUMAR,0,MALE,460355,4 Lacs+,460355~4 Lacs+,Graduate,1,32,SC,IND,Whistle,375,,375,0.291421,0.195942,191383
NCT OF Delhi,East Delhi,56,KONDLI(SC),DINESH KUMAR KASHYAP,0,MALE,,,~,,,31,SC,SSBDP,Matchbox,212,,212,0.16475,0.110773,191383
NCT OF Delhi,East Delhi,56,KONDLI(SC),AMAR SINGH,0,MALE,,,~,,,40,SC,IND,Auto- Rickshaw,172,,172,0.133665,0.089872,191383
NCT OF Delhi,East Delhi,57,PATPARGANJ,Manish Sisodia,1,MALE,9350305,93 Lacs+,9350305~93 Lacs+,Others,3,47,GENERAL,AAAP,Broom,69974,189,70163,49.32511,30.3131,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Ravinder Singh Negi,0,MALE,,,~,,,43,GENERAL,BJP,Lotus,66703,253,66956,47.07057,28.92755,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Laxman Rawat,0,MALE,,,~,,,52,GENERAL,INC,Hand,2767,35,2802,1.969827,1.210571,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Rakesh,0,MALE,,,~,,,36,GENERAL,BSP,Elephant,665,11,676,0.475233,0.292058,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,NOTA,0,,,,~,,,,,NOTA,,524,5,529,0.371891,0.228548,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Surender Gupta,0,MALE,,,~,,,35,GENERAL,JmtP,Battery torch,321,,321,0.225665,0.138684,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Surjeet Singh,0,MALE,60192562,6 Crore+,60192562~6 Crore+,12th Pass,3,47,GENERAL,IND,Sewing Machine,215,,215,0.151147,0.092888,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Sanjeev Bhati,0,MALE,,,~,,,33,GENERAL,HND,Water Tank,184,,184,0.129353,0.079495,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Pratap Chandra,0,MALE,,,~,,,50,GENERAL,RRP,Air Conditioner,95,,95,0.066786,0.041044,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Manoj Kumar,0,MALE,,,~,,,31,GENERAL,IND,Triangle,79,,79,0.055538,0.034131,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Gopal Prasad,0,MALE,1420437,14 Lacs+,1420437~14 Lacs+,12th Pass,1,47,GENERAL,IND,Cup & Saucer,77,,77,0.054132,0.033267,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Rakesh Suri,0,MALE,,,~,,,43,GENERAL,RTORP,Auto- Rickshaw,60,,60,0.04218,0.025922,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Shatrughan Kumar Singh,0,MALE,,,~,,,39,GENERAL,HAMS,Telephone,46,,46,0.032338,0.019874,231461
NCT OF Delhi,East Delhi,57,PATPARGANJ,Vinay Kumar Singh,0,MALE,,,~,,,35,GENERAL,JSPR,Chappals,43,,43,0.030229,0.018578,231461
NCT OF Delhi,East Delhi,58,LAXMI NAGAR,ABHAY VERMA,1,MALE,16531995,1 Crore+,16531995~1 Crore+,Graduate Professional,3,47,GENERAL,BJP,Lotus,65462,273,65735,48.04488,29.63813,221792
NCT OF Delhi,East Delhi,58,LAXMI NAGAR,NITIN TYAGI,0,MALE,18904165,1 Crore+,18904165~1 Crore+,Graduate,2,46,GENERAL,AAAP,Broom,64629,226,64855,47.4017,29.24136,221792
NCT OF Delhi,East Delhi,58,LAXMI NAGAR,HARI DUTT SHARMA,0,MALE,,,~,,,51,GENERAL,INC,Hand,4836,36,4872,3.560883,2.196653,221792
NCT OF Delhi,East Delhi,58,LAXMI NAGAR,NOTA,0,,,,~,,,,,NOTA,,545,5,550,0.401988,0.24798,221792
NCT OF Delhi,East Delhi,58,LAXMI NAGAR,JAI RAM LAL,0,MALE,,,~,,,55,GENERAL,BSP,Elephant,439,7,446,0.325976,0.201089,221792
NCT OF Delhi,East Delhi,58,LAXMI NAGAR,DEEP KUMAR,0,MALE,,,~,,,46,GENERAL,LPOI,Pendulum,135,,135,0.09867,0.060868,221792
NCT OF Delhi,East Delhi,58,LAXMI NAGAR,ANIMA OJHA,0,FEMALE,,,~,,,32,GENERAL,RTORP,Auto- Rickshaw,77,1,78,0.057009,0.035168,221792
NCT OF Delhi,East Delhi,58,LAXMI NAGAR,NAMAHA,0,MALE,,,~,,,32,GENERAL,LJP,Bungalow,76,,76,0.055547,0.034266,221792
NCT OF Delhi,East Delhi,58,LAXMI NAGAR,R D TIWARI,0,MALE,,,~,,,56,GENERAL,LKSHPLK,Dish Antenna,73,,73,0.053355,0.032914,221792
NCT OF Delhi,Shahdara,59,VISHWAS NAGAR,OM PRAKASH SHARMA,1,MALE,247420941,24 Crore+,247420941~24 Crore+,Graduate,2,67,GENERAL,BJP,Lotus,65335,495,65830,52.56602,32.90727,200047
NCT OF Delhi,Shahdara,59,VISHWAS NAGAR,DEEPAK SINGLA,0,MALE,247420941,24 Crore+,247420941~24 Crore+,Graduate,2,34,GENERAL,AAAP,Broom,49170,203,49373,39.42491,24.6807,200047
NCT OF Delhi,Shahdara,59,VISHWAS NAGAR,GURCHARAN SINGH,0,MALE,,,~,,,55,GENERAL,INC,Hand,7801,80,7881,6.29307,3.939574,200047
NCT OF Delhi,Shahdara,59,VISHWAS NAGAR,NOTA,0,,,,~,,,,,NOTA,,834,20,854,0.681929,0.4269,200047
NCT OF Delhi,Shahdara,59,VISHWAS NAGAR,DILEEP GAUTAM,0,MALE,,,~,,,29,GENERAL,BSP,Elephant,726,13,739,0.5901,0.369413,200047
NCT OF Delhi,Shahdara,59,VISHWAS NAGAR,NEESHA,0,FEMALE,,,~,,,32,GENERAL,IND,Bat,143,,143,0.114187,0.071483,200047
NCT OF Delhi,Shahdara,59,VISHWAS NAGAR,ANIL KUMAR,0,MALE,,,~,,,28,GENERAL,NYP,Laptop,133,2,135,0.107799,0.067484,200047
NCT OF Delhi,Shahdara,59,VISHWAS NAGAR,SADHNA,0,FEMALE,,,~,,,25,GENERAL,JDKRP,Glass Tumbler,106,,106,0.084642,0.052988,200047
NCT OF Delhi,Shahdara,59,VISHWAS NAGAR,ASHOK SURANA,0,MALE,,,~,,,45,GENERAL,IND,Helicopter,105,,105,0.083844,0.052488,200047
NCT OF Delhi,Shahdara,59,VISHWAS NAGAR,BABU RAM,0,MALE,,,~,,,62,SC,PPID,Basket containing Fruits,67,,67,0.0535,0.033492,200047
NCT OF Delhi,East Delhi,60,KRISHNA NAGAR,S. K. Bagga (Advocate),1,MALE,82876238,8 Crore+,82876238~8 Crore+,Post Graduate,1,65,GENERAL,AAAP,Broom,71936,175,72111,49.10354,33.165,217431
NCT OF Delhi,East Delhi,60,KRISHNA NAGAR,Dr. Anil Goyal,0,MALE,,,~,,,62,GENERAL,BJP,Lotus,67809,307,68116,46.38317,31.32764,217431
NCT OF Delhi,East Delhi,60,KRISHNA NAGAR,Dr. Ashok Kumar Walia,0,MALE,,,~,,,71,GENERAL,INC,Hand,5032,47,5079,3.458514,2.335913,217431
NCT OF Delhi,East Delhi,60,KRISHNA NAGAR,NOTA,0,,,,~,,,,,NOTA,,527,5,532,0.362262,0.244675,217431
NCT OF Delhi,East Delhi,60,KRISHNA NAGAR,Advocate Manjeet Singh,0,MALE,,,~,,,32,GENERAL,BSP,Elephant,358,4,362,0.246502,0.16649,217431
NCT OF Delhi,East Delhi,60,KRISHNA NAGAR,Charanjeet,0,MALE,,,~,,,37,GENERAL,AAPP,Battery torch,304,2,306,0.208369,0.140734,217431
NCT OF Delhi,East Delhi,60,KRISHNA NAGAR,Munish Bagga,0,MALE,,,~,,,48,GENERAL,RRP,Bat,234,1,235,0.160022,0.10808,217431
NCT OF Delhi,East Delhi,60,KRISHNA NAGAR,Suresh Kumar,0,MALE,,,~,,,38,GENERAL,BALP,Plate Containing Food,114,,114,0.077628,0.05243,217431
NCT OF Delhi,East Delhi,61,GANDHI NAGAR,ANIL KUMAR BAJPAI,1,MALE,1882571,18 Lacs+,1882571~18 Lacs+,Graduate,1,62,GENERAL,BJP,Lotus,48657,167,48824,42.63844,26.70444,182831
NCT OF Delhi,East Delhi,61,GANDHI NAGAR,NAVEEN CHAUDHARY,0,MALE,251315599,25 Crore+,251315599~25 Crore+,12th Pass,2,54,GENERAL,AAAP,Broom,42610,135,42745,37.3296,23.37951,182831
NCT OF Delhi,East Delhi,61,GANDHI NAGAR,ARVINDER SINGH LOVELY,0,MALE,,,~,,,51,GENERAL,INC,Hand,21818,95,21913,19.13682,11.98539,182831
NCT OF Delhi,East Delhi,61,GANDHI NAGAR,TIKRAJ SINGH,0,MALE,,,~,,,38,SC,BSP,Elephant,352,5,357,0.311771,0.195262,182831
NCT OF Delhi,East Delhi,61,GANDHI NAGAR,NOTA,0,,,,~,,,,,NOTA,,326,,326,0.284699,0.178307,182831
NCT OF Delhi,East Delhi,61,GANDHI NAGAR,MUKESH KUMAR,0,MALE,,,~,,,36,GENERAL,IND,BUCKET,164,,164,0.143223,0.0897,182831
NCT OF Delhi,East Delhi,61,GANDHI NAGAR,MD. HAROON,0,MALE,,,~,,,53,GENERAL,IND,Brush,90,,90,0.078598,0.049226,182831
NCT OF Delhi,East Delhi,61,GANDHI NAGAR,RAVINDRA KUMAR,0,MALE,,,~,,,36,GENERAL,IND,Harmonium,88,,88,0.076851,0.048132,182831
NCT OF Delhi,Shahdara,62,SHAHDARA,RAM NIWAS GOEL,1,MALE,49617000,4 Crore+,49617000~4 Crore+,Graduate,1,72,GENERAL,AAAP,Broom,61808,295,62103,49.53064,32.78812,189407
NCT OF Delhi,Shahdara,62,SHAHDARA,SANJAY GOYAL,0,MALE,,,~,,,51,GENERAL,BJP,Lotus,56416,393,56809,45.30838,29.99308,189407
NCT OF Delhi,Shahdara,62,SHAHDARA,DR. NARENDER NATH,0,MALE,53030743,5 Crore+,53030743~5 Crore+,Graduate Professional,1,75,GENERAL,INC,Hand,4387,87,4474,3.568267,2.362109,189407
NCT OF Delhi,Shahdara,62,SHAHDARA,INDU,0,FEMALE,,,~,,,35,GENERAL,BSP,Elephant,677,25,702,0.559885,0.37063,189407
NCT OF Delhi,Shahdara,62,SHAHDARA,NOTA,0,,,,~,,,,,NOTA,,405,6,411,0.327796,0.216993,189407
NCT OF Delhi,Shahdara,62,SHAHDARA,NISHANT SHARMA,0,MALE,599687,5 Lacs+,599687~5 Lacs+,12th Pass,1,36,GENERAL,PBI,FLUTE,375,,375,0.299084,0.197986,189407
NCT OF Delhi,Shahdara,62,SHAHDARA,ALLAH BAKASH,0,MALE,,,~,,,52,GENERAL,RJBP,Cauliflower,223,,223,0.177855,0.117736,189407
NCT OF Delhi,Shahdara,62,SHAHDARA,RANJANA MUNESH CHAUHAN,0,FEMALE,,,~,,,40,GENERAL,BSNP,Wheel Barrow,195,,195,0.155523,0.102953,189407
NCT OF Delhi,Shahdara,62,SHAHDARA,VIMLA,0,FEMALE,,,~,,,39,GENERAL,SSBDP,Matchbox,91,,91,0.072578,0.048045,189407
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),RAJENDRA PAL GAUTAM,1,MALE,18816707,1 Crore+,18816707~1 Crore+,Graduate Professional,,51,SC,AAAP,Broom,88080,312,88392,65.82124,45.02766,196306
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),SANT LAL,0,MALE,,,~,,,56,SC,LJP,Bungalow,32138,146,32284,24.04033,16.44575,196306
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),VEER SINGH DHINGAN,0,MALE,,,~,,,66,SC,INC,Hand,7568,93,7661,5.704775,3.902581,196306
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),KAMAL SINGH,0,MALE,,,~,,,58,SC,BSP,Elephant,1532,33,1565,1.16538,0.797225,196306
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),BADAN SINGH,0,MALE,,,~,,,54,SC,svjn,Typewriter,1099,5,1104,0.822095,0.562387,196306
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),NOTA,0,,,,~,,,,,NOTA,,973,29,1002,0.746141,0.510428,196306
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),MANOJ KUMAR,0,MALE,,,~,,,38,SC,PPID,Basket containing Fruits,716,4,720,0.536149,0.366774,196306
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),KANISHK SINGH,0,MALE,,,~,,,27,SC,IND,Helicopter,515,,515,0.383496,0.262346,196306
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),LALIT KUMAR,0,MALE,,,~,,,35,SC,MZEKP,Plate Containing Food,418,1,419,0.312009,0.213442,196306
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),VIJAY,0,MALE,,,~,,,44,SC,JaSSP,Stool,357,1,358,0.266585,0.182368,196306
NCT OF Delhi,Shahdara,63,SEEMA PURI(SC),RAJESH KUMAR LOHIYA,0,MALE,,,~,,,47,SC,BSNP,Wheel Barrow,271,,271,0.201801,0.13805,196306
NCT OF Delhi,Shahdara,64,ROHTAS NAGAR,Jitender Mahajan,1,MALE,17917623,1 Crore+,17917623~1 Crore+,Graduate,2,50,GENERAL,BJP,Lotus,73377,496,73873,51.94021,35.02036,210943
NCT OF Delhi,Shahdara,64,ROHTAS NAGAR,Sarita Singh,0,FEMALE,,,~,,,33,GENERAL,AAAP,Broom,60389,243,60632,42.63044,28.74331,210943
NCT OF Delhi,Shahdara,64,ROHTAS NAGAR,Vipin Sharma,0,MALE,,,~,,,42,GENERAL,INC,Hand,5513,59,5572,3.917681,2.641472,210943
NCT OF Delhi,Shahdara,64,ROHTAS NAGAR,Trivender,0,MALE,,,~,,,38,GENERAL,BSP,Elephant,608,11,619,0.43522,0.293444,210943
NCT OF Delhi,Shahdara,64,ROHTAS NAGAR,NOTA,0,,,,~,,,,,NOTA,,507,6,513,0.360691,0.243194,210943
NCT OF Delhi,Shahdara,64,ROHTAS NAGAR,Anupam Sharma,0,MALE,,,~,,,47,GENERAL,IND,Ganna Kisan,376,,376,0.264366,0.178247,210943
NCT OF Delhi,Shahdara,64,ROHTAS NAGAR,Sanjeev Kumar,0,MALE,,,~,,,40,SC,AAPP,Battery Torch,226,,226,0.158901,0.107138,210943
NCT OF Delhi,Shahdara,64,ROHTAS NAGAR,Pankaj Gupta,0,MALE,,,~,,,26,GENERAL,IND,Scissors,212,,212,0.149057,0.100501,210943
NCT OF Delhi,Shahdara,64,ROHTAS NAGAR,Mukesh Babu Saxena,0,MALE,,,~,,,63,GENERAL,IND,CCTV Camera,112,,112,0.078747,0.053095,210943
NCT OF Delhi,Shahdara,64,ROHTAS NAGAR,Manish Kumar,0,MALE,,,~,,,31,GENERAL,NYAYPR,Man Blowing Turha,92,,92,0.064685,0.043614,210943
NCT OF Delhi,North East Delhi,65,SEELAMPUR,ABDUL REHMAN,1,MALE,6817899,68 Lacs+,6817899~68 Lacs+,8th Pass,2,53,GENERAL,AAAP,Broom,72611,83,72694,56.04607,39.99538,181756
NCT OF Delhi,North East Delhi,65,SEELAMPUR,KAUSHAL KUMAR MISHRA,0,MALE,,,~,,,52,GENERAL,BJP,Lotus,35619,155,35774,27.58126,19.68243,181756
NCT OF Delhi,North East Delhi,65,SEELAMPUR,CHAUDHARY MATEEN AHMAD,0,MALE,8634868,86 Lacs+,8634868~86 Lacs+,Graduate,1,61,GENERAL,INC,Hand,20207,40,20247,15.61016,11.13966,181756
NCT OF Delhi,North East Delhi,65,SEELAMPUR,MOHD. AFZAL,0,MALE,25000,25 Thousand+,25000~25 Thousand+,8th Pass,3,40,GENERAL,BSP,Elephant,348,4,352,0.271387,0.193666,181756
NCT OF Delhi,North East Delhi,65,SEELAMPUR,NOTA,0,,,,~,,,,,NOTA,,311,,311,0.239777,0.171109,181756
NCT OF Delhi,North East Delhi,65,SEELAMPUR,RAHISUDDIN AHMAD,0,MALE,,,~,,,54,GENERAL,BAHUMP,Auto- Rickshaw,175,,175,0.134923,0.096283,181756
NCT OF Delhi,North East Delhi,65,SEELAMPUR,SUKHDEB SINGH SINGH,0,MALE,,,~,,,42,GENERAL,RJBP,Cauliflower,151,,151,0.116419,0.083078,181756
NCT OF Delhi,North East Delhi,66,GHONDA,AJAY MAHAWAR,1,MALE,100652796,10 Crore+,100652796~10 Crore+,Post Graduate,,48,GENERAL,BJP,Lotus,81336,461,81797,57.548,36.77956,222398
NCT OF Delhi,North East Delhi,66,GHONDA,SHRIDUTT SHARMA,0,MALE,,,~,,,59,GENERAL,AAAP,Broom,53221,206,53427,37.58838,24.02315,222398
NCT OF Delhi,North East Delhi,66,GHONDA,BHISHAM SHARMA,0,MALE,,,~,,,60,GENERAL,INC,Hand,5448,36,5484,3.858249,2.46585,222398
NCT OF Delhi,North East Delhi,66,GHONDA,NOTA,0,,,,~,,,,,NOTA,,508,4,512,0.360216,0.230218,222398
NCT OF Delhi,North East Delhi,66,GHONDA,K. P. RANGARI,0,MALE,,,~,,,62,GENERAL,PPID,Basket containing Fruits,163,,163,0.114678,0.073292,222398
NCT OF Delhi,North East Delhi,66,GHONDA,ANIL SINGH,0,MALE,,,~,,,39,SC,svjn,Typewriter,156,2,158,0.11116,0.071044,222398
NCT OF Delhi,North East Delhi,66,GHONDA,MANISH KUMAR,0,MALE,,,~,,,26,SC,MKDVP,Gas Cylinder,131,,131,0.092165,0.058903,222398
NCT OF Delhi,North East Delhi,66,GHONDA,HARISH,0,MALE,,,~,,,40,GENERAL,IND,Cup & Saucer,120,,120,0.084426,0.053957,222398
NCT OF Delhi,North East Delhi,66,GHONDA,MAN SINGH,0,MALE,,,~,,,60,GENERAL,JDKRP,Glass Tumbler,91,,91,0.064023,0.040918,222398
NCT OF Delhi,North East Delhi,66,GHONDA,Dr. TEJPAL,0,MALE,,,~,,,32,GENERAL,RTORP,Auto- Rickshaw,77,,77,0.054173,0.034623,222398
NCT OF Delhi,North East Delhi,66,GHONDA,REEMA,0,FEMALE,,,~,,,37,GENERAL,RVNP,Gas Stove,73,,73,0.051359,0.032824,222398
NCT OF Delhi,North East Delhi,66,GHONDA,AVNI DHILWAL,0,FEMALE,,,~,,,28,GENERAL,NYAYPR,Man Blowing Turha,62,,62,0.04362,0.027878,222398
NCT OF Delhi,North East Delhi,66,GHONDA,BIMLESH KUMAR SHARMA,0,MALE,,,~,,,38,GENERAL,SatBP,Black Board,42,,42,0.029549,0.018885,222398
NCT OF Delhi,Shahdara,67,BABARPUR,GOPAL RAI,1,MALE,9001006,90 Lacs+,9001006~90 Lacs+,Post Graduate,1,44,GENERAL,AAAP,Broom,84587,189,84776,59.39357,39.02358,217243
NCT OF Delhi,Shahdara,67,BABARPUR,NARESH GAUR,0,MALE,,,~,,,68,GENERAL,BJP,Lotus,51323,391,51714,36.23052,23.80468,217243
